Category,Manufacturer,"Manufacturer Part #",Title,Description,URL,Image,"Seller Part #",Condition,"Ship. Weight",Price,"Unit Pricing Measure","Unit Pricing Base Measure",UPC
,"Luxury Vinyl",0693408L12,"USFloors Coretec Plus: Reducer Ankara Travertine Engineered Luxury Vinyl Tile with Cork Comfort - 94"" Long","USFloors Coretec Plus: Reducer Ankara Travertine Engineered Luxury Vinyl Tile with Cork Comfort - 94"" Long",http://23.251.155.152//usfloors-coretec-plus-reducer-ankara-travertine-engineered-luxury-vinyl-tile-with-cork-comfort-94-long/luxury-vinyl-tile/catalog_107720.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/b/r/brucehardwoodreducer.jpg,107720,New,10.0000,49.9900,"1 ct","4.36 sq ft per box",
,Laminate,871281,"Armstrong Rustics Premium: T-mold Reclaimed American Chestnut Sepia - 72"" Long","Armstrong Rustics Premium: T-mold Reclaimed American Chestnut Sepia - 72"" Long",http://23.251.155.152/armstrong-rustics-premium-t-mold-reclaimed-american-chestnut-sepia-72-long/laminate/catalog_10619.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productArmTMold.jpg,10619,New,10.0000,36.9900,"1 ct","4.36 sq ft per box",
,Laminate,SL871212DECO1P2,"Mannington Restoration Collection: Overlap Stair Nose Sawmill Hickory Leather - 94"" Long","Mannington Restoration Collection: Overlap Stair Nose Sawmill Hickory Leather - 94"" Long",http://23.251.155.152/mannington-restoration-collection-overlap-stair-nose-sawmill-hickory-leather-94-long/laminate/catalog_107576.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productLamStairnose.jpg,107576,New,,46.9900,"1 ct","4.36 sq ft per box",
,Laminate,SL871212DECO1P2,"Shaw Avenues: Reducer Limed Oak - 94"" Long","Shaw Avenues: Reducer Limed Oak - 94"" Long",http://23.251.155.152/shaw-avenues-reducer-limed-oak-94-long/laminate/catalog_107580.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productLamReducer.jpg,107580,New,,24.9900,"1 ct","4.36 sq ft per box",
,"Luxury Vinyl",SL871212DECO1P2,"USFloors Coretec Plus: Threshold Amalfi Grey Engineered Luxury Vinyl Tile with Cork Comfort - 94"" Long","USFloors Coretec Plus: Threshold Amalfi Grey Engineered Luxury Vinyl Tile with Cork Comfort - 94"" Long",http://23.251.155.152//usfloors-coretec-plus-threshold-amalfi-grey-engineered-luxury-vinyl-tile-with-cork-comfort-94-long/luxury-vinyl-tile/catalog_107621.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/b/r/brucehardwoodthreshold.jpg,107621,New,,49.9900,"1 ct","4.36 sq ft per box",
,Laminate,SL871212DECO1P2,"Mannington Coordinations Collection: T-mold Natural Berkshire Maple - 94"" Long","Mannington Coordinations Collection: T-mold Natural Berkshire Maple - 94"" Long",http://23.251.155.152/mannington-coordinations-collection-t-mold-natural-berkshire-maple-94-long/laminate/catalog_107622.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productLamTMolding.jpg,107622,New,,27.9900,"1 ct","4.36 sq ft per box",
,"Luxury Vinyl",SL871212DECO1P2,"USFloors Coretec Plus: Reducer Amalfi Grey Engineered Luxury Vinyl Tile with Cork Comfort - 94"" Long","USFloors Coretec Plus: Reducer Amalfi Grey Engineered Luxury Vinyl Tile with Cork Comfort - 94"" Long",http://23.251.155.152//usfloors-coretec-plus-reducer-amalfi-grey-engineered-luxury-vinyl-tile-with-cork-comfort-94-long/luxury-vinyl-tile/catalog_107618.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/b/r/brucehardwoodreducer.jpg,107618,New,,42.9900,"1 ct","4.36 sq ft per box",
,Laminate,SL871212DECO1P2,"Mannington Revolutions Plank Diamond Bay: Stair Nose Hawaiian Koa Aloha Gold - 94"" Long","Mannington Revolutions Plank Diamond Bay: Stair Nose Hawaiian Koa Aloha Gold - 94"" Long",http://23.251.155.152/mannington-revolutions-plank-diamond-bay-stair-nose-hawaiian-koa-aloha-gold-94-long/laminate/catalog_107619.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productLamStairNose.jpg,107619,New,,41.9900,"1 ct","4.36 sq ft per box",
,Laminate,SL871212DECO1P2,"Mannington Coordinations Collection: Quarter Round Natural Berkshire Maple - 94"" Long","Mannington Coordinations Collection: Quarter Round Natural Berkshire Maple - 94"" Long",http://23.251.155.152//mannington-coordinations-collection-quarter-round-natural-berkshire-maple-94-long/laminate/catalog_107626.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productLamQuartRound.jpg,107626,New,,12.9900,"1 ct","4.36 sq ft per box",
,"Molding Wall Base",SL871212DECO1P2,"Johnsonite Traditional Vinyl Wall Base: Black 40 - 6"" x 120' Roll ","Johnsonite Traditional Vinyl Wall Base: Black 40 - 6"" x 120' Roll ",http://23.251.155.152/johnsonite-traditional-vinyl-wall-base-black-40-6-x-120-roll/accessories/johnsonite/catalog_107649.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productJohnsonite.jpg,107649,New,,149.9900,"1 ct","4.36 sq ft per box",
,Adhesive,SL871212DECO1P2,"USFloors Cork Underlayment Adhesive - 4 Gallon Bucket 30GT400","USFloors Cork Underlayment Adhesive - 4 Gallon Bucket 30GT400",http://23.251.155.152/usfloors-cork-underlayment-adhesive-4-gallon-bucket-30gt400/hardwood/catalog_10099.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product30GT400.jpg,10099,New,,59.9900,"1 ct","4.36 sq ft per box",
,Hardwood,SL871212DECO1P2,"Bruce Kennedale Prestige Plank Maple: T-mold Cinnamon - 78"" Long","Bruce Kennedale Prestige Plank Maple: T-mold Cinnamon - 78"" Long",http://23.251.155.152/bruce-kennedale-prestige-plank-maple-t-mold-cinnamon-78-long/hardwood/catalog_10763.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/b/r/brucehardwoodtmold.jpg,10763,New,,42.9900,"1 ct","4.36 sq ft per box",
,Laminate,SL871212DECO1P2,"Mohawk Blakely: Stair Nose Hickory Natural - 84"" Long","Mohawk Blakely: Stair Nose Hickory Natural - 84"" Long",http://23.251.155.152/mohawk-blakely-stair-nose-hickory-natural-84-long/laminate/catalog_107677.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/m/h/mhwsn.jpg,107677,New,,25.9900,"1 ct","4.36 sq ft per box",
,Hardwood,SL871212DECO1P2,"Armstrong American Scrape: Stair Nose Gold Rush - 78"" Long","Armstrong American Scrape: Stair Nose Gold Rush - 78"" Long",http://23.251.155.152//armstrong-american-scrape-stair-nose-gold-rush-78-long/hardwood/catalog_10104.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/b/r/brucehardwoodstairnose.jpg,10104,New,,74.9900,"1 ct","4.36 sq ft per box",
,Laminate,SL871212DECO1P2,"Mannington Coordinations Collection: Overlap Stair Nose Natural Berkshire Maple - 94"" Long","Mannington Coordinations Collection: Overlap Stair Nose Natural Berkshire Maple - 94"" Long",http://23.251.155.152/mannington-coordinations-collection-overlap-stair-nose-natural-berkshire-maple-94-long/laminate/catalog_107624.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productLamStairNose.jpg,107624,New,,37.9900,"1 ct","4.36 sq ft per box",
,Hardwood,SL871212DECO1P2,"Bruce Kennedale Prestige Plank Maple: Stair Nose Cinnamon - 78"" Long","Bruce Kennedale Prestige Plank Maple: Stair Nose Cinnamon - 78"" Long",http://23.251.155.152//bruce-kennedale-prestige-plank-maple-stair-nose-cinnamon-78-long/hardwood/catalog_10764.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/b/r/brucehardwoodstairnose.jpg,10764,New,,77.9900,"1 ct","4.36 sq ft per box",
,Laminate,SL871212DECO1P2,"Mohawk Blakely: Quarter Round Hickory Natural - 84"" Long","Mohawk Blakely: Quarter Round Hickory Natural - 84"" Long",http://23.251.155.152//mohawk-blakely-quarter-round-hickory-natural-84-long/laminate/catalog_107678.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/q/u/quarter_round2.gif,107678,New,,9.9900,"1 ct","4.36 sq ft per box",
,Laminate,SL871212DECO1P2,"Mannington Coordinations Collection: Reducer Natural Berkshire Maple - 94"" Long","Mannington Coordinations Collection: Reducer Natural Berkshire Maple - 94"" Long",http://23.251.155.152/mannington-coordinations-collection-reducer-natural-berkshire-maple-94-long/laminate/catalog_107625.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productLamReducer.jpg,107625,New,,27.9900,"1 ct","4.36 sq ft per box",
,"Luxury Vinyl",SL871212DECO1P2,"USFloors Coretec Plus: T-mold Boardwalk Oak Engineered Luxury Vinyl Plank with Cork Comfort - 94"" Long","USFloors Coretec Plus: T-mold Boardwalk Oak Engineered Luxury Vinyl Plank with Cork Comfort - 94"" Long",http://23.251.155.152/usfloors-coretec-plus-t-mold-boardwalk-oak-engineered-luxury-vinyl-plank-with-cork-comfort-94-long/luxury-vinyl-tile/catalog_107648.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/b/r/brucehardwoodtmold.jpg,107648,New,,42.9900,"1 ct","4.36 sq ft per box",
,Hardwood,SL871212DECO1P2,"Kahrs Spirit Collection: Overlap Reducer Arctic Oak - 78"" Long","Kahrs Spirit Collection: Overlap Reducer Arctic Oak - 78"" Long",http://23.251.155.152//kahrs-spirit-collection-overlap-reducer-arctic-oak-78-long/hardwood/catalog_10079.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/k/a/kahrssqrd.jpg,10079,New,,59.9900,"1 ct","4.36 sq ft per box",
,Hardwood,SL871212DECO1P2,"Armstrong Performance Plus: Overlap Stair Nose Mineral Hue Hickory - 78"" Long","Armstrong Performance Plus: Overlap Stair Nose Mineral Hue Hickory - 78"" Long",http://23.251.155.152//armstrong-performance-plus-overlap-stair-nose-mineral-hue-hickory-78-long/hardwood/catalog_10179.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/b/r/brucehardwoodstairnose.jpg,10179,New,,79.9900,"1 ct","4.36 sq ft per box",
,Laminate,SL871212DECO1P2,"Shaw Landscapes: Reducer Holbrook Maple - 94"" Long","Shaw Landscapes: Reducer Holbrook Maple - 94"" Long",http://23.251.155.152/shaw-landscapes-reducer-holbrook-maple-94-long/laminate/catalog_10188.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productLamReducer.jpg,10188,New,,24.9900,"1 ct","4.36 sq ft per box",
,Hardwood,SL871212DECO1P2,"Kahrs Spirit Collection: Stair Nose Arctic Oak - 78"" Long","Kahrs Spirit Collection: Stair Nose Arctic Oak - 78"" Long",http://23.251.155.152//kahrs-spirit-collection-stair-nose-arctic-oak-78-long/hardwood/catalog_10125.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/k/a/kahrsfsn.jpg,10125,New,,72.9900,"1 ct","4.36 sq ft per box",
,Adhesive,SL871212DECO1P2,"Mohawk Aladdin Pressure Sensitive Adhesive R1000 - 4 gal bucket","Mohawk Aladdin Pressure Sensitive Adhesive R1000 - 4 gal bucket",http://23.251.155.152/mohawk-aladdin-pressure-sensitive-adhesive-r1000-4-gal-bucket/hardwood/catalog_10468.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/m/h/mhw_r1000-enpress-psa-4-gallon.jpg,10468,New,,129.9900,"1 ct","4.36 sq ft per box",
,Laminate,SL871212DECO1P2,"Quick-Step Dominion Collection: Overlap Stair Nose  Malaysian Merbau Planks - 78.7"" Long","Quick-Step Dominion Collection: Overlap Stair Nose  Malaysian Merbau Planks - 78.7"" Long",http://23.251.155.152/quick-step-dominion-collection-overlap-stair-nose-malaysian-merbau-planks-78-7-long/laminate/catalog_10146.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/q/s/qssn.jpg,10146,New,,42.9900,"1 ct","4.36 sq ft per box",
,"Molding Wall Base",SL871212DECO1P2,"Roppe 800 Series Vinyl Wall Base: Black Brown 193 - 2 1/2"" x 120' Roll ","Roppe 800 Series Vinyl Wall Base: Black Brown 193 - 2 1/2"" x 120' Roll ",http://23.251.155.152/roppe-800-series-vinyl-wall-base-black-brown-193-2-1-2-x-120-roll/roppe/catalog_10470.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/1/9/193.jpg,10470,New,,78.9900,"1 ct","4.36 sq ft per box",
,"Luxury Vinyl",SL871212DECO1P2,"USFloors Coretec Plus: Reducer Blackstone Oak Engineered Luxury Vinyl Plank with Cork Comfort - 94"" Long","USFloors Coretec Plus: Reducer Blackstone Oak Engineered Luxury Vinyl Plank with Cork Comfort - 94"" Long",http://23.251.155.152//usfloors-coretec-plus-reducer-blackstone-oak-engineered-luxury-vinyl-plank-with-cork-comfort-94-long/luxury-vinyl-tile/catalog_10477.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/b/r/brucehardwoodreducer.jpg,10477,New,,42.9900,"1 ct","4.36 sq ft per box",
,Hardwood,SL871212DECO1P2,"Bruce Rustic Heritage Acacia: Flush Stair Nose Tinted Taupe - 78"" Long","Bruce Rustic Heritage Acacia: Flush Stair Nose Tinted Taupe - 78"" Long",http://23.251.155.152//bruce-rustic-heritage-acacia-flush-stair-nose-tinted-taupe-78-long/hardwood/catalog_105025.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/b/r/brucehardwoodstairnose.jpg,105025,New,,99.9900,"1 ct","12.48 sq ft per box",
,Cork,SL871212DECO1P2,"Wicanders Series 1000 Panel - Identity Collection Chestnut Threshold - 78"" Long","Wicanders Series 1000 Panel - Identity Collection Chestnut Threshold - 78"" Long",http://23.251.155.152/wicanders-series-1000-panel-identity-collection-chestnut-threshold-78-long/cork/catalog_1050.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/producthttp://www1.gowebpix.com/efloors/1050.jpg,1050,New,,58.9900,"1 ct","12.48 sq ft per box",
,Laminate,SL871212DECO1P2,"Armstrong Premier Classics Laminate Flooring: Flush Stair Nose English Elm - 47"" Long","Armstrong Premier Classics Laminate Flooring: Flush Stair Nose English Elm - 47"" Long",http://23.251.155.152/armstrong-premier-classics-laminate-flooring-flush-stair-nose-english-elm-47-long/laminate/catalog_105020.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productArmUnvSN.jpg,105020,New,,29.9900,"1 ct","12.48 sq ft per box",
,Hardwood,SL871212DECO1P2,"Bruce Turlington Plank Oak: Threshold Natural - 78"" Long","Bruce Turlington Plank Oak: Threshold Natural - 78"" Long",http://23.251.155.152//bruce-turlington-plank-oak-threshold-natural-78-long/hardwood/catalog_105022.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/b/r/brucehardwoodthreshold.jpg,105022,New,,22.9900,"1 ct","12.48 sq ft per box",
,Laminate,SL871212DECO1P2,"Bruce Heritage Heights: T-mold Beech - 72"" Long","Bruce Heritage Heights: T-mold Beech - 72"" Long",http://23.251.155.152/bruce-heritage-heights-t-mold-beech-72-long/laminate/catalog_105081.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productArmTMold.jpg,105081,New,,14.9900,"1 ct","12.48 sq ft per box",
,Laminate,SL871212DECO1P2,"Bruce Reserve:  Multi-Purpose Reducer Windsor Maple - 72"" Long","Bruce Reserve:  Multi-Purpose Reducer Windsor Maple - 72"" Long",http://23.251.155.152/bruce-reserve-multi-purpose-reducer-windsor-maple-72-long/accessories/moldings-and-transitions-for-laminate-floors/catalog_11004.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productArmReducer.jpg,11004,New,,25.9900,"1 ct","12.48 sq ft per box",
,Laminate,SL871212DECO1P2,"Mannington Coordinations Honey Canterbury Oak Reducer - 94"" Long","Mannington Coordinations Honey Canterbury Oak Reducer - 94"" Long",http://23.251.155.152/mannington-coordinations-honey-canterbury-oak-reducer-94-long/accessories/moldings-and-transitions-for-laminate-floors/catalog_11033.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productLamReducer.jpg,11033,New,,24.9900,"1 ct","12.48 sq ft per box",
,Cork,SL871212DECO1P2,"USFloors Natural Cork EcoCork:  Reducer Rio - 72"" Long","USFloors Natural Cork EcoCork:  Reducer Rio - 72"" Long",http://23.251.155.152//usfloors-natural-cork-ecocork-reducer-rio-72-long/accessories/moldings-and-transitions-for-cork-floors/catalog_1104.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/c/o/corkrd.jpg,1104,New,,33.9900,"1 ct","12.48 sq ft per box",
,Laminate,SL871212DECO1P2,"Mannington Restoration Collection: T-mold Sawmill Hickory Leather - 94"" Long","Mannington Restoration Collection: T-mold Sawmill Hickory Leather - 94"" Long",http://23.251.155.152/mannington-restoration-collection-t-mold-sawmill-hickory-leather-94-long/laminate/catalog_105077.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productLamTMolding.jpg,105077,New,,42.9900,"1 ct","12.48 sq ft per box",
,Laminate,SL871212DECO1P2,"Bruce Heritage Heights: Reducer Beech - 72"" Long","Bruce Heritage Heights: Reducer Beech - 72"" Long",http://23.251.155.152/bruce-heritage-heights-reducer-beech-72-long/laminate/catalog_105082.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productArmReducer.jpg,105082,New,,25.9900,"1 ct","12.48 sq ft per box",
,Laminate,SL871212DECO1P2,"Bruce Reserve:  Flush Stair Nose Windsor Maple - 47"" Long","Bruce Reserve:  Flush Stair Nose Windsor Maple - 47"" Long",http://23.251.155.152/bruce-reserve-flush-stair-nose-windsor-maple-47-long/accessories/moldings-and-transitions-for-laminate-floors/catalog_11005.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productArmUnvSN.jpg,11005,New,,22.9900,"1 ct","12.48 sq ft per box",
,Laminate,SL871212DECO1P2,"Mannington Coordinations Honey Canterbury Oak Stair Nose - 94"" Long","Mannington Coordinations Honey Canterbury Oak Stair Nose - 94"" Long",http://23.251.155.152/mannington-coordinations-honey-canterbury-oak-stair-nose-94-long/accessories/moldings-and-transitions-for-laminate-floors/catalog_11034.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productLamStairnose.jpg,11034,New,,34.9900,"1 ct","12.48 sq ft per box",
,Laminate,SL871212DECO1P2,"Mannington Coordinations Honey Spalted Maple Quarter Round 94"" Long","Mannington Coordinations Honey Spalted Maple Quarter Round 94"" Long",http://23.251.155.152//mannington-coordinations-honey-spalted-maple-quarter-round-94-long/accessories/moldings-and-transitions-for-laminate-floors/catalog_11040.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productLamQuartRound.jpg,11040,New,,19.9900,"1 ct","12.48 sq ft per box",
,Laminate,SL871212DECO1P2,"Mannington Restoration Collection: Reducer Sawmill Hickory Leather - 94"" Long","Mannington Restoration Collection: Reducer Sawmill Hickory Leather - 94"" Long",http://23.251.155.152/mannington-restoration-collection-reducer-sawmill-hickory-leather-94-long/laminate/catalog_105079.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productLamReducer.jpg,105079,New,,45.9900,"1 ct","12.48 sq ft per box",
,"Molding Wall Base",SL871212DECO1P2,"Roppe 700 Series Rubber Wall Base: Fawn 140 - Inside Corners - Pack of 25","Roppe 700 Series Rubber Wall Base: Fawn 140 - Inside Corners - Pack of 25",http://23.251.155.152/roppe-700-series-rubber-wall-base-fawn-140-inside-corners-pack-of-25/accessories/johnsonite/catalog_105083.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/producthttp://www1.gowebpix.com/efloors/105083.jpg,105083,New,,49.9900,"1 ct","12.48 sq ft per box",
,Hardwood,SL871212DECO1P2,"Bruce Hardwood Flooring by Armstrong American Originals Maple Plank:  T-Mold Santa Fe - 78"" Long","Bruce Hardwood Flooring by Armstrong American Originals Maple Plank:  T-Mold Santa Fe - 78"" Long",http://23.251.155.152//bruce-hardwood-flooring-by-armstrong-american-originals-maple-plank-t-mold-santa-fe-78-long/accessories/moldings-and-transitions-for-hardwood-floors/catalog_11010.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/b/r/brucehardwoodtmold.jpg,11010,New,,39.9900,"1 ct","12.48 sq ft per box",
,Laminate,SL871212DECO1P2,"Mannington Coordinations Honey Canterbury Oak T-mold - 94"" Long","Mannington Coordinations Honey Canterbury Oak T-mold - 94"" Long",http://23.251.155.152/mannington-coordinations-honey-canterbury-oak-t-mold-94-long/accessories/moldings-and-transitions-for-laminate-floors/catalog_11035.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productLamTMolding.jpg,11035,New,,34.9900,"1 ct","12.48 sq ft per box",
,Laminate,SL871212DECO1P2,"Mannington Coordinations Honey Spalted Maple Reducer - 94"" Long","Mannington Coordinations Honey Spalted Maple Reducer - 94"" Long",http://23.251.155.152/mannington-coordinations-honey-spalted-maple-reducer-94-long/accessories/moldings-and-transitions-for-laminate-floors/catalog_11041.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productLamReducer.jpg,11041,New,,24.9900,"1 ct","12.48 sq ft per box",
,Laminate,SL871212DECO1P2,"Mannington Restoration Collection: Quarter Round Sawmill Hickory Leather - 94"" Long","Mannington Restoration Collection: Quarter Round Sawmill Hickory Leather - 94"" Long",http://23.251.155.152//mannington-restoration-collection-quarter-round-sawmill-hickory-leather-94-long/laminate/catalog_105080.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productLamQuartRound.jpg,105080,New,,19.9900,"1 ct","12.48 sq ft per box",
,Laminate,SL871212DECO1P2,"Bruce Reserve:  Quarter Round Windsor Maple - 94"" Long","Bruce Reserve:  Quarter Round Windsor Maple - 94"" Long",http://23.251.155.152//bruce-reserve-quarter-round-windsor-maple-94-long/accessories/moldings-and-transitions-for-laminate-floors/catalog_11003.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productArmQtrRnd.jpg,11003,New,,12.9900,"1 ct","12.48 sq ft per box",
,Laminate,SL871212DECO1P2,"Mannington Coordinations Honey Canterbury Oak Quarter Round 94"" Long","Mannington Coordinations Honey Canterbury Oak Quarter Round 94"" Long",http://23.251.155.152//mannington-coordinations-honey-canterbury-oak-quarter-round-94-long/accessories/moldings-and-transitions-for-laminate-floors/catalog_11032.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productLamQuartRound.jpg,11032,New,,19.9900,"1 ct","12.48 sq ft per box",
,Laminate,SL871212DECO1P2,"Mannington Coordinations Honey Ohio Oak Reducer - 94"" Long","Mannington Coordinations Honey Ohio Oak Reducer - 94"" Long",http://23.251.155.152/mannington-coordinations-honey-ohio-oak-reducer-94-long/accessories/moldings-and-transitions-for-laminate-floors/catalog_11037.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productLamReducer.jpg,11037,New,,24.9900,"1 ct","12.48 sq ft per box",
,Cork,SL871212DECO1P2,"USFloors Natural Cork EcoCork:  Threshold Rio - 72"" Long","USFloors Natural Cork EcoCork:  Threshold Rio - 72"" Long",http://23.251.155.152/usfloors-natural-cork-ecocork-threshold-rio-72-long/accessories/moldings-and-transitions-for-cork-floors/catalog_1110.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/c/o/corkbt.jpg,1110,New,,35.9900,"1 ct","12.48 sq ft per box",
,Laminate,SL871212DECO1P2,"Quick-Step Eligna:  Stair Nose Afrormosia - 78.7"" Long","Quick-Step Eligna:  Stair Nose Afrormosia - 78.7"" Long",http://23.251.155.152/quick-step-eligna-stair-nose-afrormosia-78-7-long/laminate/catalog_11103.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/product/q/s/qssn.jpg,11103,New,,29.9900,"1 ct","12.48 sq ft per box",
,Laminate,SL871212DECO1P2,"Mannington Coordinations Natural Somerset Oak Stair Nose - 94"" Long","Mannington Coordinations Natural Somerset Oak Stair Nose - 94"" Long",http://23.251.155.152/mannington-coordinations-natural-somerset-oak-stair-nose-94-long/accessories/moldings-and-transitions-for-laminate-floors/catalog_11073.htm?SID=g1jh47oor0s8htddin2mjrsjd0,http://23.251.155.152/pub/media/catalog/productLamStairnose.jpg,11073,New,,39.9900,"1 ct","12.48 sq ft per box",
